OFFICIAL ELECTION RESULTS
Bucks
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"Plumstead Twp #3","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","23.22%"
"Plumstead Twp #3","DISTRICT ATTORNEY (Dem)","JOE KHAN","217","23.22%"
"Plumstead Twp #3","DISTRICT ATTORNEY (Dem)","Write-in","0","23.22%"
"Plumstead Twp #3","DISTRICT ATTORNEY (Rep)","JENNIFER SCHORN","152","23.22%"
"Plumstead Twp #3","DISTRICT ATTORNEY (Rep)","Write-in","3","23.22%"
"Plumstead Twp #3","SHERIFF (Dem)","DANIEL LEO CEISLER","227","23.22%"
"Plumstead Twp #3","SHERIFF (Dem)","Write-in","1","23.22%"
"Plumstead Twp #3","SHERIFF (Rep)","FRED HARRAN","175","23.22%"
"Plumstead Twp #3","SHERIFF (Rep)","Write-in","4","23.22%"
"Plumstead Twp #3","PROTHONOTARY (Dem)","DONNA PETRECCO","228","23.22%"
"Plumstead Twp #3","PROTHONOTARY (Dem)","Write-in","0","23.22%"
"Plumstead Twp #3","PROTHONOTARY (Rep)","COLEEN CHRISTIAN","174","23.22%"
"Plumstead Twp #3","PROTHONOTARY (Rep)","Write-in","2","23.22%"
"Plumstead Twp #3","RECORDER OF DEEDS (Dem)","ROBIN ROBINSON","228","23.22%"
"Plumstead Twp #3","RECORDER OF DEEDS (Dem)","Write-in","0","23.22%"
"Plumstead Twp #3","RECORDER OF DEEDS (Rep)","DAN MCPHILLIPS","172","23.22%"
"Plumstead Twp #3","RECORDER OF DEEDS (Rep)","Write-in","3","23.22%"
"Plumstead Twp #3","COUNTY CONTROLLER (Dem)","NEALE DOUGHERTY","225","23.22%"
"Plumstead Twp #3","COUNTY CONTROLLER (Dem)","Write-in","1","23.22%"
"Plumstead Twp #3","COUNTY CONTROLLER (Rep)","PAMELA VAN BLUNK","174","23.22%"
"Plumstead Twp #3","COUNTY CONTROLLER (Rep)","Write-in","3","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","JENNIFER MORONEY","220","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","KEN LICHTENSTEIN","190","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","Write-in","1","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","Write-in","0","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","LURLEEN WORTHINGTON","165","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","JAMES MCCOMB","141","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","Write-in","4","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","Write-in","1","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP TAX COLLECTOR - 4 YEAR (Dem)","Write-in","7","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP TAX COLLECTOR - 4 YEAR (Rep)","SHERRY BUNCH LABS","180","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP TAX COLLECTOR - 4 YEAR (Rep)","Write-in","3","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP AUDITOR - 2 YEAR (Dem)","Write-in","2","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP AUDITOR - 2 YEAR (Rep)","Write-in","5","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP AUDITOR - 4 YEAR (Dem)","Write-in","3","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP AUDITOR - 4 YEAR (Rep)","Write-in","1","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP AUDITOR - 6 YEAR (Dem)","Write-in","3","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP AUDITOR - 6 YEAR (Rep)","Write-in","1","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP DISTRICT 3 JUDGE OF ELECTIONS (Dem)","SANDRA KERR","186","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP DISTRICT 3 JUDGE OF ELECTIONS (Dem)","Write-in","2","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP DISTRICT 3 JUDGE OF ELECTIONS (Rep)","Write-in","39","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP DISTRICT 3 INSPECTOR OF ELECTIONS (Dem)","Write-in","3","23.22%"
"Plumstead Twp #3","PLUMSTEAD TOWNSHIP DISTRICT 3 INSPECTOR OF ELECTIONS (Rep)","Write-in","4","23.22%"
"Plumstead Twp #4","JUDGE OF THE SUPERIOR COURT (Dem)","BRANDON NEUMAN","277","22.50%"
"Plumstead Twp #4","JUDGE OF THE SUPERIOR COURT (Dem)","Write-in","1","22.50%"
"Plumstead Twp #4","JUDGE OF THE SUPERIOR COURT (Rep)","ANN MARIE WHEATCRAFT","138","22.50%"
"Plumstead Twp #4","JUDGE OF THE SUPERIOR COURT (Rep)","MARIA BATTISTA","51","22.50%"
"Plumstead Twp #4","JUDGE OF THE SUPERIOR COURT (Rep)","Write-in","1","22.50%"
"Plumstead Twp #4","JUDGE OF THE COMMONWEALTH COURT (Dem)","STELLA TSAI","271","22.50%"
"Plumstead Twp #4","JUDGE OF THE COMMONWEALTH COURT (Dem)","Write-in","0","22.50%"
"Plumstead Twp #4","JUDGE OF THE COMMONWEALTH COURT (Rep)","MATT WOLFORD","125","22.50%"
"Plumstead Twp #4","JUDGE OF THE COMMONWEALTH COURT (Rep)","JOSH PRINCE","63","22.50%"
"Plumstead Twp #4","JUDGE OF THE COMMONWEALTH COURT (Rep)","Write-in","1","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","LINDA BOBRIN","239","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","AMY FITZPATRICK","222","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","DAWN DIDONATO BURKE","209","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","TIFFANY THOMAS-SMITH","209","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","CHELSEY CROCKER JACKMAN","84","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","GRACE DEON","50","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","GARY GAMBARDELLA","45","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","JOSEPH PIZZO","21","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","CHELSEY CROCKER JACKMAN","174","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GRACE DEON","161","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GARY GAMBARDELLA","116","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","COLIN MONAHAN","102","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","JOSEPH PIZZO","79","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","AMY FITZPATRICK","32","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","LINDA BOBRIN","22","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","DAWN DIDONATO BURKE","15","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","1","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","1","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","22.50%"
"Plumstead Twp #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","22.50%"
"Plumstead Twp #4","DISTRICT ATTORNEY (Dem)","JOE KHAN","253","22.50%"
"Plumstead Twp #4","DISTRICT ATTORNEY (Dem)","Write-in","4","22.50%"
"Plumstead Twp #4","DISTRICT ATTORNEY (Rep)","JENNIFER SCHORN","165","22.50%"
"Plumstead Twp #4","DISTRICT ATTORNEY (Rep)","Write-in","2","22.50%"
"Plumstead Twp #4","SHERIFF (Dem)","DANIEL LEO CEISLER","275","22.50%"
"Plumstead Twp #4","SHERIFF (Dem)","Write-in","2","22.50%"
"Plumstead Twp #4","SHERIFF (Rep)","FRED HARRAN","184","22.50%"
"Plumstead Twp #4","SHERIFF (Rep)","Write-in","2","22.50%"
"Plumstead Twp #4","PROTHONOTARY (Dem)","DONNA PETRECCO","278","22.50%"
"Plumstead Twp #4","PROTHONOTARY (Dem)","Write-in","0","22.50%"
"Plumstead Twp #4","PROTHONOTARY (Rep)","COLEEN CHRISTIAN","183","22.50%"
"Plumstead Twp #4","PROTHONOTARY (Rep)","Write-in","1","22.50%"
"Plumstead Twp #4","RECORDER OF DEEDS (Dem)","ROBIN ROBINSON","279","22.50%"
"Plumstead Twp #4","RECORDER OF DEEDS (Dem)","Write-in","0","22.50%"
"Plumstead Twp #4","RECORDER OF DEEDS (Rep)","DAN MCPHILLIPS","187","22.50%"
"Plumstead Twp #4","RECORDER OF DEEDS (Rep)","Write-in","1","22.50%"
"Plumstead Twp #4","COUNTY CONTROLLER (Dem)","NEALE DOUGHERTY","279","22.50%"
"Plumstead Twp #4","COUNTY CONTROLLER (Dem)","Write-in","0","22.50%"
"Plumstead Twp #4","COUNTY CONTROLLER (Rep)","PAMELA VAN BLUNK","181","22.50%"
"Plumstead Twp #4","COUNTY CONTROLLER (Rep)","Write-in","1","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","JENNIFER MORONEY","265","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","KEN LICHTENSTEIN","253","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","Write-in","1","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","Write-in","1","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","LURLEEN WORTHINGTON","154","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","JAMES MCCOMB","141","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","Write-in","3","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","Write-in","2","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP TAX COLLECTOR - 4 YEAR (Dem)","Write-in","11","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP TAX COLLECTOR - 4 YEAR (Rep)","SHERRY BUNCH LABS","192","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP TAX COLLECTOR - 4 YEAR (Rep)","Write-in","1","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP AUDITOR - 2 YEAR (Dem)","Write-in","9","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP AUDITOR - 2 YEAR (Rep)","Write-in","4","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP AUDITOR - 4 YEAR (Dem)","Write-in","8","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP AUDITOR - 4 YEAR (Rep)","Write-in","3","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP AUDITOR - 6 YEAR (Dem)","Write-in","8","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP AUDITOR - 6 YEAR (Rep)","Write-in","4","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP DISTRICT 4 JUDGE OF ELECTIONS (Dem)","Write-in","91","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP DISTRICT 4 JUDGE OF ELECTIONS (Rep)","MICHAEL A. CUTRERA","154","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP DISTRICT 4 JUDGE OF ELECTIONS (Rep)","Write-in","1","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP DISTRICT 4 INSPECTOR OF ELECTIONS (Dem)","MARK HAYES","181","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP DISTRICT 4 INSPECTOR OF ELECTIONS (Dem)","Write-in","3","22.50%"
"Plumstead Twp #4","PLUMSTEAD TOWNSHIP DISTRICT 4 INSPECTOR OF ELECTIONS (Rep)","Write-in","15","22.50%"
"Plumstead Twp #5","JUDGE OF THE SUPERIOR COURT (Dem)","BRANDON NEUMAN","175","22.79%"
"Plumstead Twp #5","JUDGE OF THE SUPERIOR COURT (Dem)","Write-in","1","22.79%"
"Plumstead Twp #5","JUDGE OF THE SUPERIOR COURT (Rep)","ANN MARIE WHEATCRAFT","111","22.79%"
"Plumstead Twp #5","JUDGE OF THE SUPERIOR COURT (Rep)","MARIA BATTISTA","38","22.79%"
"Plumstead Twp #5","JUDGE OF THE SUPERIOR COURT (Rep)","Write-in","3","22.79%"
"Plumstead Twp #5","JUDGE OF THE COMMONWEALTH COURT (Dem)","STELLA TSAI","178","22.79%"
"Plumstead Twp #5","JUDGE OF THE COMMONWEALTH COURT (Dem)","Write-in","1","22.79%"
"Plumstead Twp #5","JUDGE OF THE COMMONWEALTH COURT (Rep)","MATT WOLFORD","94","22.79%"
"Plumstead Twp #5","JUDGE OF THE COMMONWEALTH COURT (Rep)","JOSH PRINCE","55","22.79%"
"Plumstead Twp #5","JUDGE OF THE COMMONWEALTH COURT (Rep)","Write-in","3","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","LINDA BOBRIN","157","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","DAWN DIDONATO BURKE","146","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","TIFFANY THOMAS-SMITH","146","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","AMY FITZPATRICK","138","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","CHELSEY CROCKER JACKMAN","57","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","GARY GAMBARDELLA","34","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","GRACE DEON","28","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","JOSEPH PIZZO","25","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","CHELSEY CROCKER JACKMAN","138","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GRACE DEON","120","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","COLIN MONAHAN","91","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","JOSEPH PIZZO","82","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GARY GAMBARDELLA","80","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","LINDA BOBRIN","24","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","AMY FITZPATRICK","22","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","DAWN DIDONATO BURKE","20","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","3","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","22.79%"
"Plumstead Twp #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","22.79%"
"Plumstead Twp #5","DISTRICT ATTORNEY (Dem)","JOE KHAN","170","22.79%"
"Plumstead Twp #5","DISTRICT ATTORNEY (Dem)","Write-in","0","22.79%"
"Plumstead Twp #5","DISTRICT ATTORNEY (Rep)","JENNIFER SCHORN","133","22.79%"
"Plumstead Twp #5","DISTRICT ATTORNEY (Rep)","Write-in","3","22.79%"
"Plumstead Twp #5","SHERIFF (Dem)","DANIEL LEO CEISLER","181","22.79%"
"Plumstead Twp #5","SHERIFF (Dem)","Write-in","1","22.79%"
"Plumstead Twp #5","SHERIFF (Rep)","FRED HARRAN","144","22.79%"
"Plumstead Twp #5","SHERIFF (Rep)","Write-in","4","22.79%"
"Plumstead Twp #5","PROTHONOTARY (Dem)","DONNA PETRECCO","181","22.79%"
"Plumstead Twp #5","PROTHONOTARY (Dem)","Write-in","0","22.79%"
"Plumstead Twp #5","PROTHONOTARY (Rep)","COLEEN CHRISTIAN","146","22.79%"
"Plumstead Twp #5","PROTHONOTARY (Rep)","Write-in","2","22.79%"
"Plumstead Twp #5","RECORDER OF DEEDS (Dem)","ROBIN ROBINSON","184","22.79%"
"Plumstead Twp #5","RECORDER OF DEEDS (Dem)","Write-in","0","22.79%"
"Plumstead Twp #5","RECORDER OF DEEDS (Rep)","DAN MCPHILLIPS","144","22.79%"
"Plumstead Twp #5","RECORDER OF DEEDS (Rep)","Write-in","5","22.79%"
"Plumstead Twp #5","COUNTY CONTROLLER (Dem)","NEALE DOUGHERTY","181","22.79%"
"Plumstead Twp #5","COUNTY CONTROLLER (Dem)","Write-in","1","22.79%"
"Plumstead Twp #5","COUNTY CONTROLLER (Rep)","PAMELA VAN BLUNK","145","22.79%"
"Plumstead Twp #5","COUNTY CONTROLLER (Rep)","Write-in","2","22.79%"
"Plumstead Twp #5","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","JENNIFER MORONEY","178","22.79%"
"Plumstead Twp #5","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","KEN LICHTENSTEIN","167","22.79%"
"Plumstead Twp #5","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","Write-in","0","22.79%"
"Plumstead Twp #5","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","Write-in","0","22.79%"
"Plumstead Twp #5","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","JAMES MCCOMB","128","22.79%"
"Plumstead Twp #5","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","LURLEEN WORTHINGTON","127","22.79%"
"Plumstead Twp #5","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","Write-in","4","22.79%"
"Plumstead Twp #5","PLUMSTEAD TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","Write-in","3","22.79%"
"Plumstead Twp #5","PLUMSTEAD TOWNSHIP TAX COLLECTOR - 4 YEAR (Dem)","Write-in","8","22.79%"
"Plumstead Twp #5","PLUMSTEAD TOWNSHIP TAX COLLECTOR - 4 YEAR (Rep)","SHERRY BUNCH LABS","147","22.79%"
"Plumstead Twp #5","PLUMSTEAD TOWNSHIP TAX COLLECTOR - 4 YEAR (Rep)","Write-in","2","22.79%"
"Plumstead Twp #5","PLUMSTEAD TOWNSHIP AUDITOR - 2 YEAR (Dem)","Write-in","2","22.79%"
"Plumstead Twp #5","PLUMSTEAD TOWNSHIP AUDITOR - 2 YEAR (Rep)","Write-in","3","22.79%"
"Plumstead Twp #5","PLUMSTEAD TOWNSHIP AUDITOR - 4 YEAR (Dem)","Write-in","1","22.79%"
"Plumstead Twp #5","PLUMSTEAD TOWNSHIP AUDITOR - 4 YEAR (Rep)","Write-in","3","22.79%"
"Plumstead Twp #5","PLUMSTEAD TOWNSHIP AUDITOR - 6 YEAR (Dem)","Write-in","1","22.79%"
"Plumstead Twp #5","PLUMSTEAD TOWNSHIP AUDITOR - 6 YEAR (Rep)","Write-in","3","22.79%"
"Plumstead Twp #5","PLUMSTEAD TOWNSHIP DISTRICT 5 JUDGE OF ELECTIONS (Dem)","Write-in","7","22.79%"
"Plumstead Twp #5","PLUMSTEAD TOWNSHIP DISTRICT 5 JUDGE OF ELECTIONS (Rep)","Write-in","12","22.79%"
"Plumstead Twp #5","PLUMSTEAD TOWNSHIP DISTRICT 5 INSPECTOR OF ELECTIONS (Dem)","Write-in","6","22.79%"
"Plumstead Twp #5","PLUMSTEAD TOWNSHIP DISTRICT 5 INSPECTOR OF ELECTIONS (Rep)","Write-in","7","22.79%"
"Quakertown Boro 1st-1st","JUDGE OF THE SUPERIOR COURT (Dem)","BRANDON NEUMAN","113","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE SUPERIOR COURT (Dem)","Write-in","0","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE SUPERIOR COURT (Rep)","ANN MARIE WHEATCRAFT","78","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE SUPERIOR COURT (Rep)","MARIA BATTISTA","33","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE SUPERIOR COURT (Rep)","Write-in","3","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COMMONWEALTH COURT (Dem)","STELLA TSAI","111","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COMMONWEALTH COURT (Dem)","Write-in","0","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COMMONWEALTH COURT (Rep)","MATT WOLFORD","63","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COMMONWEALTH COURT (Rep)","JOSH PRINCE","46","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COMMONWEALTH COURT (Rep)","Write-in","3","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","LINDA BOBRIN","101","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","AMY FITZPATRICK","95","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","DAWN DIDONATO BURKE","90","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","TIFFANY THOMAS-SMITH","85","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","CHELSEY CROCKER JACKMAN","28","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","GARY GAMBARDELLA","24","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","JOSEPH PIZZO","16","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","GRACE DEON","16","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","CHELSEY CROCKER JACKMAN","88","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GRACE DEON","87","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","COLIN MONAHAN","85","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","JOSEPH PIZZO","71","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GARY GAMBARDELLA","42","21.20%"
"Quakertown Boro 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","AMY FITZPATRICK","18","21.20%"
